SAMPLE_KEY,PLATE_ID,WELL_POSITION,SITE,CPD_NAME,CPD_NAME_TYPE,SMILES,INCHIKEY,IMG_ERSyto,IMG_ERSytoBleed,IMG_Hoechst,IMG_Mito,IMG_Ph_golgi
P102785-E02-7,P102785,E02,7,CBK303885,RGFP 966,Nc1cc(F)ccc1NC(=O)\C=C\c1cnn(C\C=C\c2ccccc2)c1,BLVQHYHDYFTPDV-VCABWLAWSA-N,E02_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,E02_s7_x0_y2_Fluorescence_730_nm_Ex.tiff,E02_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,E02_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,E02_s7_x0_y2_Fluorescence_561_nm_Ex.tiff
P102785-E02-8,P102785,E02,8,CBK303885,RGFP 966,Nc1cc(F)ccc1NC(=O)\C=C\c1cnn(C\C=C\c2ccccc2)c1,BLVQHYHDYFTPDV-VCABWLAWSA-N,E02_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,E02_s8_x1_y2_Fluorescence_730_nm_Ex.tiff,E02_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,E02_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,E02_s8_x1_y2_Fluorescence_561_nm_Ex.tiff
P102785-E02-9,P102785,E02,9,CBK303885,RGFP 966,Nc1cc(F)ccc1NC(=O)\C=C\c1cnn(C\C=C\c2ccccc2)c1,BLVQHYHDYFTPDV-VCABWLAWSA-N,E02_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,E02_s9_x2_y2_Fluorescence_730_nm_Ex.tiff,E02_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,E02_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,E02_s9_x2_y2_Fluorescence_561_nm_Ex.tiff
P102785-E03-1,P102785,E03,1,CBK290553,Ispinesib,CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1,QJZRFPJCWMNVAV-HHHXNRCGSA-N,E03_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,E03_s1_x0_y0_Fluorescence_730_nm_Ex.tiff,E03_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,E03_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,E03_s1_x0_y0_Fluorescence_561_nm_Ex.tiff
P102785-E03-2,P102785,E03,2,CBK290553,Ispinesib,CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1,QJZRFPJCWMNVAV-HHHXNRCGSA-N,E03_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,E03_s2_x1_y0_Fluorescence_730_nm_Ex.tiff,E03_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,E03_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,E03_s2_x1_y0_Fluorescence_561_nm_Ex.tiff
P102785-E03-3,P102785,E03,3,CBK290553,Ispinesib,CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1,QJZRFPJCWMNVAV-HHHXNRCGSA-N,E03_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,E03_s3_x2_y0_Fluorescence_730_nm_Ex.tiff,E03_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,E03_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,E03_s3_x2_y0_Fluorescence_561_nm_Ex.tiff
P102785-E03-4,P102785,E03,4,CBK290553,Ispinesib,CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1,QJZRFPJCWMNVAV-HHHXNRCGSA-N,E03_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,E03_s4_x0_y1_Fluorescence_730_nm_Ex.tiff,E03_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,E03_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,E03_s4_x0_y1_Fluorescence_561_nm_Ex.tiff
P102785-E03-5,P102785,E03,5,CBK290553,Ispinesib,CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1,QJZRFPJCWMNVAV-HHHXNRCGSA-N,E03_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,E03_s5_x1_y1_Fluorescence_730_nm_Ex.tiff,E03_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,E03_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,E03_s5_x1_y1_Fluorescence_561_nm_Ex.tiff
P102785-E03-6,P102785,E03,6,CBK290553,Ispinesib,CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1,QJZRFPJCWMNVAV-HHHXNRCGSA-N,E03_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,E03_s6_x2_y1_Fluorescence_730_nm_Ex.tiff,E03_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,E03_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,E03_s6_x2_y1_Fluorescence_561_nm_Ex.tiff
P102785-E03-7,P102785,E03,7,CBK290553,Ispinesib,CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1,QJZRFPJCWMNVAV-HHHXNRCGSA-N,E03_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,E03_s7_x0_y2_Fluorescence_730_nm_Ex.tiff,E03_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,E03_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,E03_s7_x0_y2_Fluorescence_561_nm_Ex.tiff
P102785-E03-8,P102785,E03,8,CBK290553,Ispinesib,CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1,QJZRFPJCWMNVAV-HHHXNRCGSA-N,E03_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,E03_s8_x1_y2_Fluorescence_730_nm_Ex.tiff,E03_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,E03_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,E03_s8_x1_y2_Fluorescence_561_nm_Ex.tiff
P102785-E03-9,P102785,E03,9,CBK290553,Ispinesib,CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1,QJZRFPJCWMNVAV-HHHXNRCGSA-N,E03_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,E03_s9_x2_y2_Fluorescence_730_nm_Ex.tiff,E03_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,E03_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,E03_s9_x2_y2_Fluorescence_561_nm_Ex.tiff
P102785-E04-1,P102785,E04,1,CBK308752,BLU9931,C=CC(NC1=CC=CC(C)=C1NC2=NC=C3C=C(C4=C(Cl)C(OC)=CC(OC)=C4Cl)C=CC3=N2)=O,TXEBNKKOLVBTFK-UHFFFAOYSA-N,E04_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,E04_s1_x0_y0_Fluorescence_730_nm_Ex.tiff,E04_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,E04_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,E04_s1_x0_y0_Fluorescence_561_nm_Ex.tiff
P102785-E04-2,P102785,E04,2,CBK308752,BLU9931,C=CC(NC1=CC=CC(C)=C1NC2=NC=C3C=C(C4=C(Cl)C(OC)=CC(OC)=C4Cl)C=CC3=N2)=O,TXEBNKKOLVBTFK-UHFFFAOYSA-N,E04_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,E04_s2_x1_y0_Fluorescence_730_nm_Ex.tiff,E04_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,E04_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,E04_s2_x1_y0_Fluorescence_561_nm_Ex.tiff
P102785-E04-3,P102785,E04,3,CBK308752,BLU9931,C=CC(NC1=CC=CC(C)=C1NC2=NC=C3C=C(C4=C(Cl)C(OC)=CC(OC)=C4Cl)C=CC3=N2)=O,TXEBNKKOLVBTFK-UHFFFAOYSA-N,E04_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,E04_s3_x2_y0_Fluorescence_730_nm_Ex.tiff,E04_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,E04_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,E04_s3_x2_y0_Fluorescence_561_nm_Ex.tiff
P102785-E04-4,P102785,E04,4,CBK308752,BLU9931,C=CC(NC1=CC=CC(C)=C1NC2=NC=C3C=C(C4=C(Cl)C(OC)=CC(OC)=C4Cl)C=CC3=N2)=O,TXEBNKKOLVBTFK-UHFFFAOYSA-N,E04_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,E04_s4_x0_y1_Fluorescence_730_nm_Ex.tiff,E04_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,E04_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,E04_s4_x0_y1_Fluorescence_561_nm_Ex.tiff
P102785-E04-5,P102785,E04,5,CBK308752,BLU9931,C=CC(NC1=CC=CC(C)=C1NC2=NC=C3C=C(C4=C(Cl)C(OC)=CC(OC)=C4Cl)C=CC3=N2)=O,TXEBNKKOLVBTFK-UHFFFAOYSA-N,E04_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,E04_s5_x1_y1_Fluorescence_730_nm_Ex.tiff,E04_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,E04_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,E04_s5_x1_y1_Fluorescence_561_nm_Ex.tiff
P102785-E04-6,P102785,E04,6,CBK308752,BLU9931,C=CC(NC1=CC=CC(C)=C1NC2=NC=C3C=C(C4=C(Cl)C(OC)=CC(OC)=C4Cl)C=CC3=N2)=O,TXEBNKKOLVBTFK-UHFFFAOYSA-N,E04_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,E04_s6_x2_y1_Fluorescence_730_nm_Ex.tiff,E04_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,E04_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,E04_s6_x2_y1_Fluorescence_561_nm_Ex.tiff
P102785-E04-7,P102785,E04,7,CBK308752,BLU9931,C=CC(NC1=CC=CC(C)=C1NC2=NC=C3C=C(C4=C(Cl)C(OC)=CC(OC)=C4Cl)C=CC3=N2)=O,TXEBNKKOLVBTFK-UHFFFAOYSA-N,E04_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,E04_s7_x0_y2_Fluorescence_730_nm_Ex.tiff,E04_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,E04_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,E04_s7_x0_y2_Fluorescence_561_nm_Ex.tiff
P102785-E04-8,P102785,E04,8,CBK308752,BLU9931,C=CC(NC1=CC=CC(C)=C1NC2=NC=C3C=C(C4=C(Cl)C(OC)=CC(OC)=C4Cl)C=CC3=N2)=O,TXEBNKKOLVBTFK-UHFFFAOYSA-N,E04_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,E04_s8_x1_y2_Fluorescence_730_nm_Ex.tiff,E04_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,E04_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,E04_s8_x1_y2_Fluorescence_561_nm_Ex.tiff
P102785-E04-9,P102785,E04,9,CBK308752,BLU9931,C=CC(NC1=CC=CC(C)=C1NC2=NC=C3C=C(C4=C(Cl)C(OC)=CC(OC)=C4Cl)C=CC3=N2)=O,TXEBNKKOLVBTFK-UHFFFAOYSA-N,E04_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,E04_s9_x2_y2_Fluorescence_730_nm_Ex.tiff,E04_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,E04_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,E04_s9_x2_y2_Fluorescence_561_nm_Ex.tiff
P102785-E05-1,P102785,E05,1,CBK303927,EPZ015666,O=C(NC[C@H](O)CN1CCC(C=CC=C2)=C2C1)C3=CC(NC4COC4)=NC=N3,ZKXZLIFRWWKZRY-KRWDZBQOSA-N,E05_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,E05_s1_x0_y0_Fluorescence_730_nm_Ex.tiff,E05_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,E05_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,E05_s1_x0_y0_Fluorescence_561_nm_Ex.tiff
P102785-E05-2,P102785,E05,2,CBK303927,EPZ015666,O=C(NC[C@H](O)CN1CCC(C=CC=C2)=C2C1)C3=CC(NC4COC4)=NC=N3,ZKXZLIFRWWKZRY-KRWDZBQOSA-N,E05_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,E05_s2_x1_y0_Fluorescence_730_nm_Ex.tiff,E05_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,E05_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,E05_s2_x1_y0_Fluorescence_561_nm_Ex.tiff
P102785-E05-3,P102785,E05,3,CBK303927,EPZ015666,O=C(NC[C@H](O)CN1CCC(C=CC=C2)=C2C1)C3=CC(NC4COC4)=NC=N3,ZKXZLIFRWWKZRY-KRWDZBQOSA-N,E05_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,E05_s3_x2_y0_Fluorescence_730_nm_Ex.tiff,E05_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,E05_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,E05_s3_x2_y0_Fluorescence_561_nm_Ex.tiff
P102785-E05-4,P102785,E05,4,CBK303927,EPZ015666,O=C(NC[C@H](O)CN1CCC(C=CC=C2)=C2C1)C3=CC(NC4COC4)=NC=N3,ZKXZLIFRWWKZRY-KRWDZBQOSA-N,E05_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,E05_s4_x0_y1_Fluorescence_730_nm_Ex.tiff,E05_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,E05_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,E05_s4_x0_y1_Fluorescence_561_nm_Ex.tiff
P102785-E05-5,P102785,E05,5,CBK303927,EPZ015666,O=C(NC[C@H](O)CN1CCC(C=CC=C2)=C2C1)C3=CC(NC4COC4)=NC=N3,ZKXZLIFRWWKZRY-KRWDZBQOSA-N,E05_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,E05_s5_x1_y1_Fluorescence_730_nm_Ex.tiff,E05_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,E05_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,E05_s5_x1_y1_Fluorescence_561_nm_Ex.tiff
P102785-E05-6,P102785,E05,6,CBK303927,EPZ015666,O=C(NC[C@H](O)CN1CCC(C=CC=C2)=C2C1)C3=CC(NC4COC4)=NC=N3,ZKXZLIFRWWKZRY-KRWDZBQOSA-N,E05_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,E05_s6_x2_y1_Fluorescence_730_nm_Ex.tiff,E05_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,E05_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,E05_s6_x2_y1_Fluorescence_561_nm_Ex.tiff
P102785-E05-7,P102785,E05,7,CBK303927,EPZ015666,O=C(NC[C@H](O)CN1CCC(C=CC=C2)=C2C1)C3=CC(NC4COC4)=NC=N3,ZKXZLIFRWWKZRY-KRWDZBQOSA-N,E05_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,E05_s7_x0_y2_Fluorescence_730_nm_Ex.tiff,E05_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,E05_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,E05_s7_x0_y2_Fluorescence_561_nm_Ex.tiff
P102785-E05-8,P102785,E05,8,CBK303927,EPZ015666,O=C(NC[C@H](O)CN1CCC(C=CC=C2)=C2C1)C3=CC(NC4COC4)=NC=N3,ZKXZLIFRWWKZRY-KRWDZBQOSA-N,E05_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,E05_s8_x1_y2_Fluorescence_730_nm_Ex.tiff,E05_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,E05_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,E05_s8_x1_y2_Fluorescence_561_nm_Ex.tiff
P102785-E05-9,P102785,E05,9,CBK303927,EPZ015666,O=C(NC[C@H](O)CN1CCC(C=CC=C2)=C2C1)C3=CC(NC4COC4)=NC=N3,ZKXZLIFRWWKZRY-KRWDZBQOSA-N,E05_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,E05_s9_x2_y2_Fluorescence_730_nm_Ex.tiff,E05_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,E05_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,E05_s9_x2_y2_Fluorescence_561_nm_Ex.tiff
P102785-E06-1,P102785,E06,1,[dmso],Dimethyl Sulfoxide,CS(C)=O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,P102785_E06_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,P102785_E06_s1_x0_y0_Fluorescence_730_nm_Ex.tiff,P102785_E06_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,P102785_E06_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,P102785_E06_s1_x0_y0_Fluorescence_561_nm_Ex.tiff
P102785-E06-2,P102785,E06,2,[dmso],Dimethyl Sulfoxide,CS(C)=O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,P102785_E06_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,P102785_E06_s2_x1_y0_Fluorescence_730_nm_Ex.tiff,P102785_E06_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,P102785_E06_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,P102785_E06_s2_x1_y0_Fluorescence_561_nm_Ex.tiff
P102785-E06-3,P102785,E06,3,[dmso],Dimethyl Sulfoxide,CS(C)=O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,P102785_E06_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,P102785_E06_s3_x2_y0_Fluorescence_730_nm_Ex.tiff,P102785_E06_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,P102785_E06_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,P102785_E06_s3_x2_y0_Fluorescence_561_nm_Ex.tiff
P102785-E06-4,P102785,E06,4,[dmso],Dimethyl Sulfoxide,CS(C)=O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,P102785_E06_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,P102785_E06_s4_x0_y1_Fluorescence_730_nm_Ex.tiff,P102785_E06_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,P102785_E06_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,P102785_E06_s4_x0_y1_Fluorescence_561_nm_Ex.tiff
P102785-E06-5,P102785,E06,5,[dmso],Dimethyl Sulfoxide,CS(C)=O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,P102785_E06_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,P102785_E06_s5_x1_y1_Fluorescence_730_nm_Ex.tiff,P102785_E06_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,P102785_E06_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,P102785_E06_s5_x1_y1_Fluorescence_561_nm_Ex.tiff
P102785-E06-6,P102785,E06,6,[dmso],Dimethyl Sulfoxide,CS(C)=O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,P102785_E06_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,P102785_E06_s6_x2_y1_Fluorescence_730_nm_Ex.tiff,P102785_E06_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,P102785_E06_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,P102785_E06_s6_x2_y1_Fluorescence_561_nm_Ex.tiff
P102785-E06-7,P102785,E06,7,[dmso],Dimethyl Sulfoxide,CS(C)=O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,P102785_E06_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,P102785_E06_s7_x0_y2_Fluorescence_730_nm_Ex.tiff,P102785_E06_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,P102785_E06_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,P102785_E06_s7_x0_y2_Fluorescence_561_nm_Ex.tiff
P102785-E06-8,P102785,E06,8,[dmso],Dimethyl Sulfoxide,CS(C)=O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,P102785_E06_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,P102785_E06_s8_x1_y2_Fluorescence_730_nm_Ex.tiff,P102785_E06_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,P102785_E06_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,P102785_E06_s8_x1_y2_Fluorescence_561_nm_Ex.tiff
P102785-E06-9,P102785,E06,9,[dmso],Dimethyl Sulfoxide,CS(C)=O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,P102785_E06_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,P102785_E06_s9_x2_y2_Fluorescence_730_nm_Ex.tiff,P102785_E06_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,P102785_E06_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,P102785_E06_s9_x2_y2_Fluorescence_561_nm_Ex.tiff
P102785-E08-1,P102785,E08,1,CBK007461,PNU 74654,O=C(N/N=C/C2=CC=C(C)O2)C1=C(OC3=CC=CC=C3)C=CC=C1,JJEDWBQZCRESJL-DEDYPNTBSA-N,E08_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,E08_s1_x0_y0_Fluorescence_730_nm_Ex.tiff,E08_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,E08_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,E08_s1_x0_y0_Fluorescence_561_nm_Ex.tiff
P102785-E08-2,P102785,E08,2,CBK007461,PNU 74654,O=C(N/N=C/C2=CC=C(C)O2)C1=C(OC3=CC=CC=C3)C=CC=C1,JJEDWBQZCRESJL-DEDYPNTBSA-N,E08_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,E08_s2_x1_y0_Fluorescence_730_nm_Ex.tiff,E08_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,E08_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,E08_s2_x1_y0_Fluorescence_561_nm_Ex.tiff
P102785-E08-3,P102785,E08,3,CBK007461,PNU 74654,O=C(N/N=C/C2=CC=C(C)O2)C1=C(OC3=CC=CC=C3)C=CC=C1,JJEDWBQZCRESJL-DEDYPNTBSA-N,E08_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,E08_s3_x2_y0_Fluorescence_730_nm_Ex.tiff,E08_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,E08_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,E08_s3_x2_y0_Fluorescence_561_nm_Ex.tiff
P102785-E08-4,P102785,E08,4,CBK007461,PNU 74654,O=C(N/N=C/C2=CC=C(C)O2)C1=C(OC3=CC=CC=C3)C=CC=C1,JJEDWBQZCRESJL-DEDYPNTBSA-N,E08_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,E08_s4_x0_y1_Fluorescence_730_nm_Ex.tiff,E08_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,E08_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,E08_s4_x0_y1_Fluorescence_561_nm_Ex.tiff
P102785-E08-5,P102785,E08,5,CBK007461,PNU 74654,O=C(N/N=C/C2=CC=C(C)O2)C1=C(OC3=CC=CC=C3)C=CC=C1,JJEDWBQZCRESJL-DEDYPNTBSA-N,E08_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,E08_s5_x1_y1_Fluorescence_730_nm_Ex.tiff,E08_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,E08_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,E08_s5_x1_y1_Fluorescence_561_nm_Ex.tiff
P102785-E08-6,P102785,E08,6,CBK007461,PNU 74654,O=C(N/N=C/C2=CC=C(C)O2)C1=C(OC3=CC=CC=C3)C=CC=C1,JJEDWBQZCRESJL-DEDYPNTBSA-N,E08_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,E08_s6_x2_y1_Fluorescence_730_nm_Ex.tiff,E08_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,E08_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,E08_s6_x2_y1_Fluorescence_561_nm_Ex.tiff
P102785-E08-7,P102785,E08,7,CBK007461,PNU 74654,O=C(N/N=C/C2=CC=C(C)O2)C1=C(OC3=CC=CC=C3)C=CC=C1,JJEDWBQZCRESJL-DEDYPNTBSA-N,E08_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,E08_s7_x0_y2_Fluorescence_730_nm_Ex.tiff,E08_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,E08_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,E08_s7_x0_y2_Fluorescence_561_nm_Ex.tiff
P102785-E08-8,P102785,E08,8,CBK007461,PNU 74654,O=C(N/N=C/C2=CC=C(C)O2)C1=C(OC3=CC=CC=C3)C=CC=C1,JJEDWBQZCRESJL-DEDYPNTBSA-N,E08_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,E08_s8_x1_y2_Fluorescence_730_nm_Ex.tiff,E08_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,E08_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,E08_s8_x1_y2_Fluorescence_561_nm_Ex.tiff
P102785-E08-9,P102785,E08,9,CBK007461,PNU 74654,O=C(N/N=C/C2=CC=C(C)O2)C1=C(OC3=CC=CC=C3)C=CC=C1,JJEDWBQZCRESJL-DEDYPNTBSA-N,E08_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,E08_s9_x2_y2_Fluorescence_730_nm_Ex.tiff,E08_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,E08_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,E08_s9_x2_y2_Fluorescence_561_nm_Ex.tiff
P102785-E09-1,P102785,E09,1,CBK309344,delta-Tocotrienol,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC[C@]1(C)CCc2cc(O)cc(C)c2O1,ODADKLYLWWCHNB-LDYBVBFYSA-N,E09_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,E09_s1_x0_y0_Fluorescence_730_nm_Ex.tiff,E09_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,E09_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,E09_s1_x0_y0_Fluorescence_561_nm_Ex.tiff
P102785-E09-2,P102785,E09,2,CBK309344,delta-Tocotrienol,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC[C@]1(C)CCc2cc(O)cc(C)c2O1,ODADKLYLWWCHNB-LDYBVBFYSA-N,E09_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,E09_s2_x1_y0_Fluorescence_730_nm_Ex.tiff,E09_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,E09_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,E09_s2_x1_y0_Fluorescence_561_nm_Ex.tiff
